num_channels: [32, 64]
kernel_size: 5
dropout: 0.2
emb_dim: 32
batch_size: 16
learning_rate: 0.001
best_epoch: 39
best_val_loss: 0.009831479688485464
"[32, 64]",5,0.2,32,32,0.0001,50,0.021825992468282256,0.02426864778002103,44,0.02408783001204332
"[32, 64]",5,0.2,32,32,0.001,50,0.010649702560284774,0.012175311086078484,49,0.011146628049512703
"[32, 64]",5,0.2,64,16,0.0001,50,0.019904881278761857,0.02253372147679329,48,0.022527719351152577
"[32, 64]",5,0.2,64,16,0.001,50,0.009497176677112907,0.013706517529984315,44,0.010053686456133921
"[32, 64]",5,0.2,64,32,0.0001,50,0.021087857779033863,0.023703291142980257,50,0.023703291142980257
"[32, 64]",5,0.2,64,32,0.001,50,0.010747523099471494,0.014387995749711991,47,0.013055738930900892
"[32, 64]",5,0.3,32,16,0.0001,50,0.021164841421639956,0.023538153680662314,49,0.023424986563622952
"[32, 64]",5,0.3,32,16,0.001,50,0.009357513283982453,0.011864894349128009,46,0.00986838157599171
"[32, 64]",5,0.3,32,32,0.0001,50,0.022207706323722855,0.024769135937094688,48,0.024726999799410503
"[32, 64]",5,0.3,32,32,0.001,50,0.011192221153717841,0.015142199769616126,38,0.013409434134761493
"[32, 64]",5,0.3,64,16,0.0001,50,0.020105720731712358,0.023286559246480466,47,0.02281752023845911
"[32, 64]",5,0.3,64,16,0.001,50,0.010184895868750135,0.013805323590834936,39,0.01319471864650647
"[32, 64]",5,0.3,64,32,0.0001,50,0.021313945849244488,0.02386832535266876,50,0.02386832535266876
"[32, 64]",5,0.3,64,32,0.001,50,0.011235014585985942,0.017753179123004278,49,0.015447520092129708
