num_channels: [32, 64]
kernel_size: 5
dropout: 0.2
emb_dim: 64
batch_size: 16
learning_rate: 0.001
best_epoch: 42
best_val_loss: 0.0024412051290273666
"[32, 64]",5,0.2,64,32,0.0001,50,0.006689249082012578,0.006417521253228187,48,0.0060307405665516855
"[32, 64]",5,0.2,64,32,0.001,50,0.0028531594200524035,0.003734749875962734,43,0.0036084515657275914
"[32, 64]",5,0.3,32,16,0.0001,50,0.006651355858399972,0.006200642675161362,49,0.006103118725121022
"[32, 64]",5,0.3,32,16,0.001,50,0.002563159156066773,0.0036212620846927165,50,0.0036212620846927165
"[32, 64]",5,0.3,32,32,0.0001,50,0.008426240382453164,0.006694237351417541,41,0.006574564822018147
"[32, 64]",5,0.3,32,32,0.001,50,0.0030173942012277927,0.004693524751812219,46,0.0041110806353390214
"[32, 64]",5,0.3,64,16,0.0001,50,0.006399760145350947,0.006193146139383316,48,0.005960288323462009
"[32, 64]",5,0.3,64,16,0.001,50,0.0028185262044125403,0.0029926409181207417,47,0.002990303486585617
"[32, 64]",5,0.3,64,32,0.0001,50,0.008326137415576237,0.006981091625988483,46,0.006670346081256866
"[32, 64]",5,0.3,64,32,0.001,50,0.0028915296647104775,0.003905324202030897,46,0.0038168630562722683
