Symbol,Date,Close,Sector
AMZN,2019-01-31,84.64250183105469,Consumer Discretionary
AMZN,2019-02-01,81.94400024414062,Consumer Discretionary
AMZN,2019-02-04,81.1500015258789,Consumer Discretionary
AMZN,2019-02-05,82.16699981689453,Consumer Discretionary
AMZN,2019-02-06,83.5374984741211,Consumer Discretionary
AMZN,2019-02-07,81.25,Consumer Discretionary
AMZN,2019-02-08,79.30000305175781,Consumer Discretionary
AMZN,2019-02-11,80.04900360107422,Consumer Discretionary
AMZN,2019-02-12,80.19999694824219,Consumer Discretionary
AMZN,2019-02-13,82.3499984741211,Consumer Discretionary
AMZN,2019-02-14,81.2249984741211,Consumer Discretionary
AMZN,2019-02-15,81.39299774169922,Consumer Discretionary
AMZN,2019-02-19,80.05000305175781,Consumer Discretionary
AMZN,2019-02-20,81.5,Consumer Discretionary
AMZN,2019-02-21,80.99250030517578,Consumer Discretionary
AMZN,2019-02-22,81.17500305175781,Consumer Discretionary
AMZN,2019-02-25,82.07250213623047,Consumer Discretionary
AMZN,2019-02-26,81.29900360107422,Consumer Discretionary
AMZN,2019-02-27,81.40899658203125,Consumer Discretionary
AMZN,2019-02-28,81.76249694824219,Consumer Discretionary
AMZN,2019-03-01,82.75650024414062,Consumer Discretionary
AMZN,2019-03-04,84.25,Consumer Discretionary
AMZN,2019-03-05,85.14749908447266,Consumer Discretionary
AMZN,2019-03-06,84.79850006103516,Consumer Discretionary
AMZN,2019-03-07,83.36849975585938,Consumer Discretionary
AMZN,2019-03-08,80.20050048828125,Consumer Discretionary
AMZN,2019-03-11,81.30599975585938,Consumer Discretionary
AMZN,2019-03-12,83.44999694824219,Consumer Discretionary
AMZN,2019-03-13,84.1500015258789,Consumer Discretionary
AMZN,2019-03-14,84.55999755859375,Consumer Discretionary
AMZN,2019-03-15,85.1500015258789,Consumer Discretionary
AMZN,2019-03-18,85.63500213623047,Consumer Discretionary
AMZN,2019-03-19,87.67549896240234,Consumer Discretionary
AMZN,2019-03-20,88.49700164794922,Consumer Discretionary
AMZN,2019-03-21,89.81300354003906,Consumer Discretionary
AMZN,2019-03-22,90.5084991455078,Consumer Discretionary
AMZN,2019-03-25,87.8895034790039,Consumer Discretionary
AMZN,2019-03-26,89.6500015258789,Consumer Discretionary
AMZN,2019-03-27,89.20649719238281,Consumer Discretionary
AMZN,2019-03-28,88.5,Consumer Discretionary
AMZN,2019-03-29,89.3290023803711,Consumer Discretionary
AMZN,2019-04-01,90.00550079345703,Consumer Discretionary
AMZN,2019-04-02,90.5510025024414,Consumer Discretionary
AMZN,2019-04-03,91.33599853515624,Consumer Discretionary
AMZN,2019-04-04,91.03250122070312,Consumer Discretionary
AMZN,2019-04-05,91.4499969482422,Consumer Discretionary
AMZN,2019-04-08,91.6614990234375,Consumer Discretionary
AMZN,2019-04-09,92.27449798583984,Consumer Discretionary
AMZN,2019-04-10,92.0500030517578,Consumer Discretionary
AMZN,2019-04-11,92.43499755859376,Consumer Discretionary
AMZN,2019-04-12,92.41999816894533,Consumer Discretionary
AMZN,2019-04-15,92.0999984741211,Consumer Discretionary
AMZN,2019-04-16,92.56749725341795,Consumer Discretionary
AMZN,2019-04-17,93.64949798583984,Consumer Discretionary
AMZN,2019-04-18,93.4394989013672,Consumer Discretionary
AMZN,2019-04-22,92.7699966430664,Consumer Discretionary
AMZN,2019-04-23,94.55999755859376,Consumer Discretionary
AMZN,2019-04-24,96.25,Consumer Discretionary
AMZN,2019-04-25,95.8499984741211,Consumer Discretionary
AMZN,2019-04-26,96.4499969482422,Consumer Discretionary
AMZN,2019-04-29,97.4499969482422,Consumer Discretionary
AMZN,2019-04-30,96.50499725341795,Consumer Discretionary
AMZN,2019-05-01,96.65450286865234,Consumer Discretionary
AMZN,2019-05-02,95.66649627685548,Consumer Discretionary
AMZN,2019-05-03,97.4499969482422,Consumer Discretionary
AMZN,2019-05-06,95.89900207519533,Consumer Discretionary
AMZN,2019-05-07,96.99949645996094,Consumer Discretionary
AMZN,2019-05-08,95.94349670410156,Consumer Discretionary
AMZN,2019-05-09,95.0,Consumer Discretionary
AMZN,2019-05-10,94.9000015258789,Consumer Discretionary
AMZN,2019-05-13,91.8280029296875,Consumer Discretionary
AMZN,2019-05-14,91.9749984741211,Consumer Discretionary
AMZN,2019-05-15,91.39749908447266,Consumer Discretionary
AMZN,2019-05-16,94.2969970703125,Consumer Discretionary
AMZN,2019-05-17,94.65249633789062,Consumer Discretionary
AMZN,2019-05-20,92.6344985961914,Consumer Discretionary
AMZN,2019-05-21,93.739501953125,Consumer Discretionary
AMZN,2019-05-22,92.58899688720705,Consumer Discretionary
AMZN,2019-05-23,91.82949829101562,Consumer Discretionary
AMZN,2019-05-24,91.79450225830078,Consumer Discretionary
AMZN,2019-05-28,91.6374969482422,Consumer Discretionary
AMZN,2019-05-29,91.15599822998048,Consumer Discretionary
AMZN,2019-05-30,91.27449798583984,Consumer Discretionary
AMZN,2019-05-31,89.50050354003906,Consumer Discretionary
AMZN,2019-06-03,88.00050354003906,Consumer Discretionary
AMZN,2019-06-04,84.96199798583984,Consumer Discretionary
AMZN,2019-06-05,87.4800033569336,Consumer Discretionary
AMZN,2019-06-06,86.885498046875,Consumer Discretionary
AMZN,2019-06-07,88.18499755859375,Consumer Discretionary
AMZN,2019-06-10,91.0999984741211,Consumer Discretionary
AMZN,2019-06-11,94.1624984741211,Consumer Discretionary
AMZN,2019-06-12,92.6989974975586,Consumer Discretionary
AMZN,2019-06-13,93.33599853515624,Consumer Discretionary
AMZN,2019-06-14,93.1999969482422,Consumer Discretionary
AMZN,2019-06-17,93.8249969482422,Consumer Discretionary
AMZN,2019-06-18,95.06749725341795,Consumer Discretionary
AMZN,2019-06-19,95.39199829101562,Consumer Discretionary
AMZN,2019-06-20,96.66649627685548,Consumer Discretionary
AMZN,2019-06-21,95.80500030517578,Consumer Discretionary
AMZN,2019-06-24,95.63300323486328,Consumer Discretionary
AMZN,2019-06-25,95.59200286865234,Consumer Discretionary
AMZN,2019-06-26,94.6240005493164,Consumer Discretionary
AMZN,2019-06-27,95.0999984741211,Consumer Discretionary
AMZN,2019-06-28,95.45500183105467,Consumer Discretionary
AMZN,2019-07-01,96.14900207519533,Consumer Discretionary
AMZN,2019-07-02,95.96900177001952,Consumer Discretionary
AMZN,2019-07-03,96.79450225830078,Consumer Discretionary
AMZN,2019-07-05,96.43000030517578,Consumer Discretionary
AMZN,2019-07-08,96.70600128173828,Consumer Discretionary
AMZN,2019-07-09,97.38999938964844,Consumer Discretionary
AMZN,2019-07-10,99.82550048828124,Consumer Discretionary
AMZN,2019-07-11,101.28099822998048,Consumer Discretionary
AMZN,2019-07-12,100.41349792480467,Consumer Discretionary
AMZN,2019-07-15,101.06999969482422,Consumer Discretionary
AMZN,2019-07-16,100.52899932861328,Consumer Discretionary
AMZN,2019-07-17,100.35250091552734,Consumer Discretionary
AMZN,2019-07-18,99.00050354003906,Consumer Discretionary
AMZN,2019-07-19,99.5605010986328,Consumer Discretionary
